air_inflow,air_end_temp,motor_current,motor_rpm,motor_temp,motor_vibe,type
1.21,43.86,17.82,2069.0,60.99,2.95,20
1.7,54.43,25.09,2914.0,70.38,3.42,20
1.22,44.08,17.96,2086.0,61.18,2.96,20
1.76,55.8,26.04,3024.0,71.6,3.48,20
1.29,45.73,19.1,2218.0,62.64,3.03,20
1.83,57.11,26.94,3129.0,72.77,3.54,20
0.78,34.66,11.48,1333.0,52.81,2.54,20
0.75,34.11,11.1,1289.0,52.32,2.52,20
1.71,54.68,25.27,2934.0,70.6,3.43,20
1.57,51.54,23.1,2683.0,67.81,3.29,20
1.6,52.2,23.56,2736.0,68.4,3.32,20
0.75,33.98,11.01,1278.0,52.2,2.51,20
1.26,45.08,18.65,2166.0,62.07,3.0,20
0.96,38.68,14.24,1654.0,56.38,2.72,20
0.87,36.69,12.87,1495.0,54.61,2.63,20
1.38,47.64,20.42,2371.0,64.34,3.12,20
1.36,47.06,20.02,2325.0,63.83,3.09,20
0.8,35.15,11.81,1372.0,53.24,2.56,20
1.77,56.01,26.19,3041.0,71.79,3.49,20
1.56,51.41,23.02,2673.0,67.7,3.29,20
1.86,57.78,27.4,3182.0,73.36,3.57,20
1.69,54.15,24.9,2892.0,70.13,3.41,20
1.98,60.45,29.24,3396.0,75.73,3.69,20
1.88,58.26,27.74,3221.0,73.79,3.59,20
0.98,38.99,14.46,1679.0,56.66,2.73,20
0.81,35.28,11.9,1382.0,53.36,2.57,20
1.31,46.03,19.31,2242.0,62.91,3.05,20
1.07,40.83,15.72,1826.0,58.29,2.81,20
0.97,38.76,14.3,1661.0,56.46,2.72,20
0.95,38.28,13.97,1622.0,56.02,2.7,20
1.24,44.51,18.26,2121.0,61.57,2.98,20
1.84,57.39,27.13,3151.0,73.01,3.55,20
1.48,49.7,21.84,2536.0,66.18,3.21,20
1.33,46.5,19.63,2280.0,63.33,3.07,20
1.07,40.96,15.82,1837.0,58.41,2.82,20
0.82,35.51,12.06,1401.0,53.57,2.58,20
1.29,45.6,19.01,2208.0,62.53,3.03,20
2.03,61.53,29.98,3482.0,76.69,3.73,20
1.33,46.45,19.6,2276.0,63.29,3.06,20
2.04,61.64,30.06,3491.0,76.79,3.74,20
0.97,38.84,14.35,1667.0,56.52,2.73,20
0.79,34.93,11.66,1354.0,53.04,2.55,20
1.49,49.88,21.96,2550.0,66.33,3.22,20
0.84,36.05,12.43,1444.0,54.04,2.6,20
2.03,61.49,29.96,3479.0,76.66,3.73,20
1.64,53.19,24.24,2815.0,69.28,3.36,20
1.06,40.79,15.7,1823.0,58.26,2.81,20
1.11,41.69,16.32,1895.0,59.06,2.85,20
1.72,54.86,25.39,2949.0,70.77,3.44,20
1.45,48.99,21.35,2479.0,65.54,3.18,20
1.54,50.99,22.72,2639.0,67.32,3.27,20
0.87,36.54,12.77,1483.0,54.48,2.62,20
0.73,33.55,10.71,1244.0,51.82,2.49,20
1.24,44.64,18.35,2131.0,61.68,2.98,20
1.61,52.43,23.72,2754.0,68.6,3.33,20
1.06,40.8,15.71,1824.0,58.27,2.81,20
1.78,56.2,26.32,3056.0,71.96,3.5,20
1.1,41.51,16.2,1881.0,58.9,2.85,20
1.14,42.53,16.9,1962.0,59.8,2.89,20
1.89,58.51,27.91,3241.0,74.01,3.6,20
1.84,57.43,27.16,3154.0,73.04,3.55,20
1.65,53.31,24.33,2825.0,69.39,3.37,20
1.27,45.2,18.74,2176.0,62.18,3.01,20
1.91,58.98,28.23,3278.0,74.42,3.62,20
1.1,41.65,16.29,1892.0,59.02,2.85,20
1.7,54.35,25.04,2908.0,70.31,3.42,20
1.34,46.71,19.78,2297.0,63.52,3.08,20
1.23,44.38,18.17,2110.0,61.44,2.97,20
0.99,39.18,14.59,1694.0,56.82,2.74,20
1.72,54.78,25.33,2942.0,70.69,3.43,20
1.97,60.13,29.02,3370.0,75.44,3.67,20
1.25,44.78,18.45,2142.0,61.8,2.99,20
1.66,53.61,24.53,2849.0,69.66,3.38,20
0.84,36.08,12.45,1446.0,54.07,2.6,20
1.02,39.85,15.05,1748.0,57.42,2.77,20
0.84,36.03,12.42,1442.0,54.02,2.6,20
1.73,55.14,25.58,2971.0,71.01,3.45,20
1.15,42.68,17.0,1974.0,59.93,2.9,20
1.49,49.98,22.03,2558.0,66.42,3.22,20
1.9,58.63,27.99,3250.0,74.11,3.61,20
0.97,38.83,14.35,1666.0,56.51,2.73,20
1.12,42.06,16.58,1925.0,59.39,2.87,20
0.8,35.04,11.74,1363.0,53.14,2.56,20
0.78,34.93,11.32,1274.0,53.16,2.61,20
1.96,59.16,28.56,3213.0,74.7,3.69,20
2.07,61.43,30.17,3394.0,76.71,3.79,20
1.53,50.25,22.22,2500.0,66.78,3.29,20
1.14,42.28,16.55,1862.0,59.69,2.93,20
1.41,47.84,20.51,2307.0,64.63,3.18,20
0.83,36.06,12.13,1365.0,54.17,2.66,20
0.76,34.55,11.06,1244.0,52.82,2.59,20
1.6,51.65,23.22,2612.0,68.02,3.35,20
0.78,35.04,11.4,1283.0,53.26,2.61,20
1.39,47.49,20.26,2279.0,64.32,3.17,20
2.13,62.58,30.99,3486.0,77.73,3.84,20
0.8,35.45,11.7,1316.0,53.62,2.63,20
2.07,61.29,30.07,3383.0,76.59,3.78,20
1.57,51.08,22.81,2566.0,67.51,3.33,20
1.98,59.54,28.83,3243.0,75.03,3.7,20
1.63,52.35,23.72,2668.0,68.64,3.38,20
1.43,48.33,20.85,2346.0,65.07,3.2,20
2.17,63.45,31.61,3556.0,78.51,3.88,20
1.28,45.13,18.58,2090.0,62.22,3.06,20
1.63,52.39,23.74,2671.0,68.68,3.38,20
1.16,42.75,16.89,1900.0,60.11,2.96,20
2.11,62.14,30.68,3451.0,77.34,3.82,20
0.99,39.29,14.43,1623.0,57.03,2.8,20
1.63,52.43,23.77,2674.0,68.71,3.39,20
2.12,62.28,30.77,3462.0,77.47,3.82,20
1.83,56.41,26.6,2993.0,72.26,3.56,20
1.06,40.71,15.44,1737.0,58.3,2.87,20
0.94,38.33,13.74,1546.0,56.18,2.76,20
1.03,40.0,14.93,1680.0,57.67,2.83,20
1.32,46.06,19.24,2165.0,63.06,3.1,20
1.27,45.05,18.52,2084.0,62.16,3.06,20
0.94,38.69,13.41,1495.0,56.61,20.83,20
1.21,44.14,17.33,1931.0,61.46,21.07,20
1.36,47.04,19.41,2163.0,64.03,21.2,20
1.05,40.83,14.95,1666.0,58.51,20.93,20
1.91,58.0,27.28,3040.0,73.78,21.69,20
1.16,43.15,16.62,1852.0,60.58,21.03,20
1.31,46.09,18.73,2087.0,63.19,21.16,20
0.98,39.46,13.97,1557.0,57.3,20.87,20
1.57,51.31,22.48,2505.0,67.83,21.39,20
1.71,53.96,24.38,2717.0,70.19,21.51,20
1.14,42.6,16.22,1808.0,60.09,21.0,20
1.05,40.86,14.97,1669.0,58.54,20.93,20
1.4,47.8,19.95,2224.0,64.71,21.24,20
1.4,47.79,19.95,2223.0,64.7,21.24,20
1.8,55.83,25.71,2866.0,71.84,21.59,20
2.11,62.0,30.15,3360.0,77.33,21.87,20
1.81,56.76,26.7,3101.0,72.46,3.52,20
1.39,47.79,20.52,2383.0,64.48,3.12,20
1.5,50.14,22.14,2571.0,66.57,3.23,20
0.81,35.39,11.98,1391.0,53.46,2.57,20
0.78,34.73,11.52,1338.0,52.87,2.54,20
1.1,41.64,16.28,1891.0,59.01,2.85,20
1.76,55.76,26.01,3021.0,71.57,3.48,20
1.06,40.74,15.66,1819.0,58.21,2.81,20
1.63,52.85,24.01,2788.0,68.98,3.35,20
1.09,41.43,16.14,1874.0,58.82,2.84,20
1.26,45.05,18.63,2164.0,62.04,3.0,20
1.47,49.45,21.67,2516.0,65.96,3.2,20
1.48,49.63,21.79,2530.0,66.11,3.21,20
1.73,55.03,25.51,2962.0,70.91,3.45,20
1.08,41.2,15.98,1856.0,58.62,2.83,20
1.8,56.54,26.55,3083.0,72.26,3.51,20
1.61,52.46,23.74,2757.0,68.63,3.33,20
0.79,34.91,11.65,1353.0,53.03,2.55,20
0.88,36.94,13.05,1515.0,54.83,2.64,20
1.38,47.48,20.31,2358.0,64.2,3.11,20
1.4,47.9,20.6,2392.0,64.58,3.13,20
1.51,50.44,22.35,2595.0,66.83,3.24,20
0.98,39.05,14.5,1684.0,56.71,2.74,20
0.92,37.73,13.59,1578.0,55.53,2.68,20
1.19,43.5,17.57,2040.0,60.67,2.93,20
1.64,53.2,24.25,2816.0,69.29,3.36,20
1.7,54.46,25.12,2917.0,70.41,3.42,20
1.48,49.69,21.83,2535.0,66.17,3.21,20
1.26,44.93,18.55,2154.0,61.93,3.0,20
1.53,50.84,22.62,2627.0,67.19,3.26,20
1.35,47.0,19.98,2320.0,63.78,3.09,20
1.97,60.21,29.08,3377.0,75.52,3.68,20
1.01,39.71,14.96,1737.0,57.3,2.77,20
1.01,39.55,14.85,1724.0,57.16,2.76,20
1.06,40.75,15.67,1820.0,58.22,2.81,20
1.74,55.25,25.66,2980.0,71.11,3.46,20
1.93,59.46,28.56,3317.0,74.86,3.64,20
1.45,49.16,21.47,2493.0,65.7,3.19,20
1.92,59.06,28.29,3285.0,74.5,3.63,20
1.24,44.58,18.31,2126.0,61.62,2.98,20
0.94,38.19,13.91,1615.0,55.94,2.7,20
1.25,44.75,18.43,2140.0,61.78,2.99,20
2.07,62.28,30.5,3542.0,77.36,3.77,20
0.77,34.44,11.32,1315.0,52.61,2.53,20
1.15,42.63,16.96,1970.0,59.89,2.89,20
0.91,37.43,13.38,1554.0,55.27,2.66,20
1.74,55.26,25.67,2981.0,71.12,3.46,20
2.0,60.76,29.46,3421.0,76.01,3.7,20
1.61,52.4,23.7,2752.0,68.58,3.33,20
1.55,51.16,22.85,2653.0,67.48,3.27,20
1.43,48.59,21.07,2447.0,65.19,3.16,20
0.93,37.89,13.7,1591.0,55.68,2.68,20
1.88,58.38,27.81,3230.0,73.89,3.59,20
1.16,42.93,17.17,1994.0,60.16,2.91,20
1.62,52.8,23.97,2784.0,68.93,3.35,20
1.24,44.54,18.28,2123.0,61.59,2.98,20
1.27,45.28,18.79,2182.0,62.24,3.01,20
1.42,48.35,20.91,2428.0,64.98,3.15,20
1.27,45.18,18.72,2174.0,62.16,3.01,20
1.15,42.59,16.94,1967.0,59.86,2.89,20
1.92,59.16,28.36,3293.0,74.59,3.63,20
1.02,39.9,15.09,1752.0,57.47,2.77,20
0.89,37.05,13.12,1524.0,54.93,2.65,20
2.06,62.04,30.34,3523.0,77.14,3.76,20
1.54,50.99,22.72,2639.0,67.32,3.27,20
1.36,47.09,20.04,2327.0,63.86,3.09,20
1.76,55.76,26.01,3021.0,71.57,3.48,20
0.78,34.79,11.56,1343.0,52.92,2.55,20
1.79,56.39,26.44,3071.0,72.12,3.51,20
1.59,52.01,23.43,2721.0,68.23,3.31,20
1.83,57.3,27.07,3144.0,72.93,3.55,20
1.41,48.15,20.77,2412.0,64.8,3.14,20
1.54,51.01,22.74,2641.0,67.34,3.27,20
0.94,38.08,13.83,1606.0,55.84,2.69,20
1.49,50.03,22.06,2562.0,66.47,3.22,20
1.23,44.4,18.19,2112.0,61.47,2.97,20
1.05,40.53,15.52,1802.0,58.02,2.8,20
1.42,48.34,20.9,2427.0,64.97,3.15,20
1.96,59.91,28.87,3353.0,75.26,3.66,20
2.0,60.8,29.48,3424.0,76.04,3.7,20
1.43,48.56,21.05,2445.0,65.17,3.16,20
1.64,53.18,24.23,2814.0,69.27,3.36,20
1.35,46.95,19.94,2316.0,63.73,3.09,20
1.18,43.24,17.39,2019.0,60.43,2.92,20
1.65,53.46,24.43,2837.0,69.52,3.38,20
1.43,48.54,21.04,2443.0,65.14,3.16,20
0.8,35.11,11.79,1369.0,53.21,2.56,20
0.82,35.56,12.1,1405.0,53.61,2.58,20
1.16,42.79,17.08,1983.0,60.03,2.9,20
2.07,62.31,30.53,3545.0,77.39,3.77,20
1.38,47.64,20.42,2371.0,64.34,3.12,20
0.71,33.25,10.51,1220.0,51.56,2.48,20
1.05,40.48,15.48,1798.0,57.98,2.8,20
1.28,45.46,18.92,2197.0,62.41,3.02,20
0.75,34.14,11.12,1291.0,52.34,2.52,20
1.88,58.35,27.8,3228.0,73.87,3.59,20
1.36,47.05,20.01,2324.0,63.82,3.09,20
0.71,33.13,10.42,1210.0,51.44,2.47,20
1.82,57.03,26.88,3122.0,72.69,3.53,20
1.11,41.86,16.44,1909.0,59.21,2.86,20
1.53,50.84,22.62,2627.0,67.19,3.26,20
2.01,61.11,29.7,3449.0,76.32,3.72,20
2.05,62.03,30.33,3522.0,77.13,3.76,20
1.61,52.46,23.74,2757.0,68.63,3.33,20
0.92,37.64,13.53,1571.0,55.46,2.67,20
1.46,49.33,21.58,2506.0,65.84,3.19,20
1.74,55.34,25.72,2987.0,71.19,3.46,20
1.58,51.89,23.34,2711.0,68.12,3.31,20
0.86,36.48,12.73,1478.0,54.42,2.62,20
1.42,48.48,20.99,2438.0,65.09,3.15,20
1.67,53.76,24.64,2861.0,69.79,3.39,20
0.88,36.96,13.06,1517.0,54.86,2.64,20
0.74,33.96,11.0,1277.0,52.19,2.51,20
0.73,33.7,10.82,1256.0,51.96,2.5,20
1.18,43.31,17.44,2025.0,60.5,2.93,20
1.26,44.99,18.59,2159.0,61.99,3.0,20
1.98,60.53,29.3,3402.0,75.8,3.69,20
1.99,60.65,29.38,3412.0,75.91,3.7,20
1.45,49.08,21.41,2486.0,65.62,3.18,20
1.18,43.21,17.37,2017.0,60.41,2.92,20
1.0,39.43,14.76,1714.0,57.04,2.75,20
0.87,36.7,12.88,1496.0,54.62,2.63,20
1.37,47.45,20.29,2356.0,64.18,3.11,20
1.39,47.84,20.55,2387.0,64.52,3.13,20
1.74,55.23,25.64,2978.0,71.09,3.45,20
1.15,42.63,16.96,1970.0,59.89,2.89,20
0.92,37.81,13.65,1585.0,55.61,2.68,20
1.43,48.71,21.16,2457.0,65.3,3.17,20
2.01,60.98,29.61,3438.0,76.2,3.71,20
1.89,58.44,27.86,3235.0,73.94,3.6,20
1.88,58.34,27.79,3227.0,73.86,3.59,20
1.32,46.25,19.46,2260.0,63.11,3.06,20
1.34,46.79,19.83,2303.0,63.59,3.08,20
1.67,53.69,24.58,2855.0,69.72,3.39,20
1.7,54.41,25.08,2913.0,70.37,3.42,20
0.91,37.59,13.49,1567.0,55.41,2.67,20
1.67,53.85,24.7,2868.0,69.87,3.39,20
0.96,38.54,14.15,1643.0,56.26,2.71,20
2.0,60.84,29.51,3427.0,76.08,3.7,20
1.34,46.61,19.71,2289.0,63.43,3.07,20
0.72,33.5,10.68,1240.0,51.78,2.49,20
1.59,52.14,23.52,2731.0,68.34,3.32,20
1.51,50.4,22.32,2592.0,66.8,3.24,20
2.01,61.1,29.69,3448.0,76.31,3.72,20
2.06,62.15,30.41,3532.0,77.24,3.76,20
2.0,60.96,29.6,3437.0,76.19,3.71,20
1.07,40.99,15.84,1839.0,58.43,2.82,20
1.38,47.51,20.33,2361.0,64.23,3.11,20
0.93,37.88,13.69,1590.0,55.67,2.68,20
1.86,57.79,27.41,3183.0,73.37,3.57,20
1.41,48.19,20.8,2415.0,64.83,3.14,20
2.02,61.3,29.83,3464.0,76.49,3.72,20
1.66,53.68,24.58,2854.0,69.71,3.39,20
1.54,51.09,22.79,2647.0,67.41,3.27,20
1.68,54.05,24.83,2884.0,70.04,3.4,20
1.94,59.68,28.71,3334.0,75.04,3.65,20
0.89,37.06,13.13,1525.0,54.94,2.65,20
1.5,50.23,22.2,2578.0,66.64,3.23,20
1.36,47.09,20.04,2327.0,63.86,3.09,20
1.42,48.49,21.0,2439.0,65.1,3.16,20
1.05,40.49,15.49,1799.0,57.99,2.8,20
0.71,33.23,10.49,1218.0,51.53,2.48,20
1.02,39.95,15.12,1756.0,57.51,2.78,20
1.29,45.63,19.03,2210.0,62.56,3.03,20
1.46,49.33,21.58,2506.0,65.84,3.19,20
1.11,41.79,16.39,1903.0,59.14,2.86,20
1.75,55.43,25.78,2994.0,71.27,3.46,20
0.72,33.41,10.62,1233.0,51.7,2.49,20
0.91,37.49,13.42,1559.0,55.32,2.67,20
0.77,34.56,11.41,1325.0,52.72,2.54,20
1.3,45.96,19.26,2237.0,62.86,3.04,20
1.98,60.51,29.29,3401.0,75.79,3.69,20
1.15,42.58,16.93,1966.0,59.84,2.89,20
1.35,46.98,19.96,2318.0,63.76,3.09,20
1.97,60.19,29.06,3375.0,75.5,3.68,20
1.32,46.28,19.48,2262.0,63.13,3.06,20
0.83,35.75,12.23,1420.0,53.78,2.59,20
1.66,53.56,24.5,2845.0,69.61,3.38,20
0.91,37.53,13.45,1562.0,55.36,2.67,20
1.51,50.33,22.27,2586.0,66.73,3.24,20
0.98,39.1,14.54,1688.0,56.76,2.74,20
1.1,41.65,16.29,1892.0,59.02,2.85,20
1.66,53.56,24.5,2845.0,69.61,3.38,20
1.76,55.63,25.92,3010.0,71.44,3.47,20
1.82,57.09,26.93,3127.0,72.74,3.54,20
1.12,41.99,16.52,1919.0,59.32,2.87,20
1.64,53.06,24.15,2805.0,69.17,3.36,20
0.88,36.78,12.93,1502.0,54.69,2.63,20
1.39,47.84,20.55,2387.0,64.52,3.13,20
1.31,46.08,19.34,2246.0,62.96,3.05,20
2.04,61.79,30.16,3503.0,76.92,3.75,20
1.63,52.98,24.09,2798.0,69.09,3.35,20
0.89,37.04,13.11,1523.0,54.92,2.65,20
0.71,33.23,10.49,1218.0,51.53,2.48,20
1.14,42.4,16.81,1952.0,59.69,2.88,20
1.24,44.65,18.36,2132.0,61.69,2.98,20
1.0,39.34,14.7,1707.0,56.97,2.75,20
1.58,51.86,23.33,2709.0,68.1,3.31,20
1.76,55.69,25.96,3015.0,71.5,3.48,20
0.72,33.33,10.56,1226.0,51.62,2.48,20
0.86,36.41,12.68,1473.0,54.37,2.62,20
0.83,35.88,12.31,1430.0,53.89,2.59,20
1.77,55.85,26.07,3028.0,71.64,3.48,20
0.85,36.13,12.49,1450.0,54.11,2.61,20
0.62,45.11,10.0,2249.0,61.99,2.55,10
0.57,42.79,9.17,2063.0,59.92,2.45,10
0.45,37.41,7.26,1633.0,55.14,2.21,10
0.37,33.48,5.86,1318.0,51.64,2.03,10
0.51,39.95,8.16,1836.0,57.4,2.32,10
0.6,44.0,9.6,2160.0,61.0,2.5,10
0.61,44.5,9.78,2200.0,61.44,2.52,10
0.34,32.24,5.42,1219.0,50.54,1.98,10
0.39,34.49,6.22,1399.0,52.54,2.08,10
0.44,36.99,7.11,1599.0,54.77,2.19,10
0.44,36.69,7.0,1575.0,54.5,2.18,10
0.59,43.71,9.5,2137.0,60.74,2.49,10
0.64,45.89,10.27,2311.0,62.68,2.58,10
0.64,45.78,10.23,2302.0,62.58,2.58,10
0.47,38.36,7.6,1709.0,55.99,2.25,10
0.4,34.94,6.38,1435.0,52.94,2.1,10
0.97,60.8,15.57,3504.0,75.93,3.25,10
0.34,32.45,5.49,1236.0,50.73,1.99,10
0.65,46.21,10.39,2337.0,62.97,2.6,10
0.48,38.48,7.64,1718.0,56.09,2.25,10
0.34,32.24,5.42,1219.0,50.54,1.98,10
0.55,41.6,8.75,1968.0,58.87,2.39,10
0.96,60.3,15.4,3464.0,75.49,3.22,10
0.83,54.53,13.34,3002.0,70.36,2.97,10
0.35,32.59,5.54,1247.0,50.86,1.99,10
0.72,49.21,11.45,2577.0,65.63,2.73,10
0.71,48.94,11.36,2555.0,65.39,2.72,10
0.89,57.21,14.3,3217.0,72.74,3.09,10
0.76,51.36,12.22,2749.0,67.54,2.83,10
0.63,45.51,10.14,2281.0,62.34,2.57,10
0.66,46.64,10.54,2371.0,63.34,2.62,10
0.91,57.83,14.52,3266.0,73.29,3.11,10
0.47,38.0,7.47,1680.0,55.67,2.23,10
0.44,36.81,7.04,1585.0,54.61,2.18,10
0.47,38.29,7.57,1703.0,55.92,2.25,10
0.54,41.26,8.63,1941.0,58.57,2.38,10
0.58,42.94,9.22,2075.0,60.06,2.45,10
0.45,37.38,7.24,1630.0,55.11,2.21,10
0.97,60.83,15.58,3506.0,75.96,3.25,10
0.85,55.3,13.62,3064.0,71.04,3.0,10
0.74,50.2,11.8,2656.0,66.51,2.78,10
0.37,33.44,5.84,1315.0,51.61,2.03,10
0.87,56.31,13.98,3145.0,71.94,3.05,10
0.9,57.7,14.47,3256.0,73.18,3.11,10
0.35,32.63,5.56,1250.0,50.89,1.99,10
0.99,61.44,15.8,3555.0,76.5,3.28,10
0.74,50.41,11.88,2673.0,66.7,2.79,10
0.72,49.34,11.5,2587.0,65.74,2.74,10
0.69,48.21,11.1,2497.0,64.74,2.69,10
0.47,38.33,7.58,1706.0,55.96,2.25,10
0.84,54.75,13.42,3020.0,70.56,2.98,10
0.85,55.46,13.68,3077.0,71.19,3.01,10
0.75,50.78,12.01,2702.0,67.02,2.8,10
0.78,52.08,12.47,2806.0,68.18,2.86,10
0.62,44.86,9.91,2229.0,61.77,2.54,10
0.81,53.45,12.96,2916.0,69.4,2.92,10
0.54,41.09,8.56,1927.0,58.41,2.37,10
0.61,44.33,9.72,2186.0,61.29,2.51,10
0.65,46.08,10.34,2326.0,62.84,2.59,10
0.98,61.13,15.69,3530.0,76.22,3.26,10
0.79,52.51,12.63,2841.0,68.57,2.88,10
0.5,39.71,8.08,1817.0,57.19,2.31,10
0.64,45.58,10.16,2286.0,62.4,2.57,10
0.96,60.23,15.37,3458.0,75.42,3.22,10
0.83,54.23,13.24,2978.0,70.09,2.95,10
0.92,58.58,14.78,3326.0,73.96,3.15,10
0.5,39.54,8.01,1803.0,57.03,2.3,10
0.96,60.14,15.34,3451.0,75.34,3.22,10
0.94,59.26,15.03,3381.0,74.57,3.18,10
0.37,33.75,5.96,1340.0,51.89,2.04,10
0.76,51.34,12.21,2747.0,67.52,2.83,10
0.87,55.95,13.85,3116.0,71.62,3.03,10
0.98,61.09,15.68,3527.0,76.19,3.26,10
0.35,32.8,5.62,1264.0,51.04,2.0,10
0.77,51.59,12.3,2767.0,67.74,2.84,10
0.42,35.8,6.68,1504.0,53.71,2.14,10
0.61,44.28,9.7,2182.0,61.24,2.51,10
0.47,38.09,7.5,1687.0,55.74,2.24,10
0.76,51.11,12.13,2729.0,67.32,2.82,10
0.83,54.4,13.3,2992.0,70.24,2.96,10
0.61,44.4,9.74,2192.0,61.36,2.52,10
0.49,38.84,7.76,1747.0,56.41,2.27,10
0.88,56.38,14.0,3150.0,72.0,3.05,10
0.74,50.19,11.8,2655.0,66.5,2.78,10
0.42,35.96,6.74,1517.0,53.86,2.14,10
0.72,49.33,11.49,2586.0,65.73,2.74,10
0.36,33.29,5.79,1303.0,51.48,2.02,10
0.41,35.64,6.63,1491.0,53.57,2.13,10
0.4,34.81,6.33,1425.0,52.83,2.09,10
0.88,56.38,14.0,3150.0,72.0,3.05,10
0.86,55.63,13.73,3090.0,71.33,3.02,10
0.99,61.54,15.84,3563.0,76.59,3.28,10
0.64,45.63,10.18,2290.0,62.44,2.57,10
0.85,55.28,13.61,3062.0,71.02,3.0,10
0.6,44.19,9.67,2175.0,61.17,2.51,10
0.46,37.86,7.42,1669.0,55.54,2.23,10
0.59,43.38,9.38,2110.0,60.44,2.47,10
0.94,59.2,15.0,3376.0,74.51,3.18,10
0.73,49.89,11.69,2631.0,66.23,2.76,10
0.87,56.35,13.99,3148.0,71.98,3.05,10
0.34,32.51,5.52,1241.0,50.79,1.99,10
0.86,55.89,13.83,3111.0,71.57,3.03,10
0.58,43.1,9.28,2088.0,60.2,2.46,10
0.54,41.3,8.64,1944.0,58.6,2.38,10
0.7,48.58,11.23,2526.0,65.07,2.7,10
0.44,36.7,7.0,1576.0,54.51,2.18,10
0.85,55.04,13.52,3043.0,70.81,2.99,10
0.4,35.03,6.41,1442.0,53.02,2.1,10
0.58,43.01,9.25,2081.0,60.12,2.46,10
0.39,34.73,6.3,1418.0,52.76,2.09,10
0.85,55.46,13.68,3077.0,71.19,3.01,10
0.68,47.79,10.95,2463.0,64.37,2.67,10
0.72,49.51,11.56,2601.0,65.9,2.75,10
0.55,41.91,8.86,1993.0,59.14,2.41,10
0.34,32.49,5.51,1239.0,50.77,1.99,10
0.75,50.55,11.93,2684.0,66.82,2.79,10
0.64,45.75,10.22,2300.0,62.56,2.58,10
0.43,36.48,6.92,1558.0,54.31,2.17,10
0.37,33.46,5.85,1317.0,51.63,2.03,10
0.67,47.16,10.72,2413.0,63.81,2.64,10
0.52,40.29,8.28,1863.0,57.7,2.34,10
0.97,60.7,15.54,3496.0,75.84,3.24,10
0.59,43.54,9.44,2123.0,60.59,2.48,10
0.65,46.19,10.38,2335.0,62.94,2.6,10
0.57,42.55,9.08,2044.0,59.71,2.44,10
0.75,50.96,12.08,2717.0,67.19,2.81,10
0.35,32.83,5.63,1266.0,51.07,2.0,10
0.56,42.19,8.96,2015.0,59.39,2.42,10
0.62,45.01,9.96,2241.0,61.9,2.55,10
0.88,56.46,14.03,3157.0,72.08,3.05,10
0.63,45.31,10.07,2265.0,62.17,2.56,10
0.34,32.48,5.5,1238.0,50.76,1.99,10
0.34,32.38,5.47,1230.0,50.67,1.98,10
0.66,46.66,10.55,2373.0,63.37,2.62,10
0.52,40.45,8.34,1876.0,57.84,2.34,10
0.49,39.08,7.85,1766.0,56.62,2.28,10
0.51,40.14,8.23,1851.0,57.57,2.33,10
0.38,33.99,6.04,1359.0,52.1,2.06,10
0.92,58.28,14.68,3302.0,73.69,3.13,10
0.67,46.94,10.64,2395.0,63.61,2.63,10
0.35,32.54,5.52,1243.0,50.81,1.99,10
0.49,38.9,7.79,1752.0,56.47,2.27,10
0.66,46.71,10.56,2377.0,63.41,2.62,10
0.73,50.04,11.75,2643.0,66.37,2.77,10
0.89,57.01,14.23,3201.0,72.57,3.08,10
0.86,55.9,13.83,3112.0,71.58,3.03,10
0.95,59.95,15.27,3436.0,75.18,3.21,10
0.51,39.81,8.11,1825.0,57.28,2.31,10
0.36,33.19,5.76,1295.0,51.39,2.02,10
0.61,44.45,9.76,2196.0,61.4,2.52,10
0.78,52.09,12.48,2807.0,68.19,2.86,10
0.38,34.25,6.13,1380.0,52.33,2.07,10
0.52,40.24,8.26,1859.0,57.66,2.33,10
0.77,51.53,12.28,2762.0,67.69,2.83,10
0.84,54.68,13.4,3014.0,70.49,2.97,10
0.44,36.84,7.05,1587.0,54.63,2.18,10
0.47,38.25,7.56,1700.0,55.89,2.24,10
0.71,48.98,11.37,2558.0,65.42,2.72,10
0.81,53.51,12.98,2921.0,69.46,2.92,10
0.74,50.14,11.78,2651.0,66.46,2.77,10
0.75,50.83,12.03,2706.0,67.07,2.8,10
0.81,53.26,12.89,2901.0,69.23,2.91,10
0.49,39.19,7.89,1775.0,56.72,2.29,10
0.37,33.65,5.92,1332.0,51.8,2.04,10
0.84,54.88,13.47,3030.0,70.67,2.98,10
0.37,33.63,5.91,1330.0,51.78,2.04,10
0.36,33.01,5.69,1281.0,51.23,2.01,10
0.8,53.15,12.85,2892.0,69.13,2.91,10
0.48,38.53,7.65,1722.0,56.13,2.26,10
0.77,51.6,12.3,2768.0,67.76,2.84,10
0.72,49.3,11.48,2584.0,65.71,2.74,10
0.54,41.19,8.6,1935.0,58.5,2.38,10
0.34,32.11,5.37,1209.0,50.43,1.97,10
0.52,40.59,8.39,1887.0,57.97,2.35,10
0.95,59.74,15.2,3419.0,74.99,3.2,10
0.56,42.01,8.89,2001.0,59.23,2.41,10
0.48,38.81,7.76,1745.0,56.39,2.27,10
0.69,47.85,10.97,2468.0,64.42,2.67,10
0.67,47.06,10.69,2405.0,63.72,2.64,10
0.82,53.86,13.11,2949.0,69.77,2.94,10
0.5,39.31,7.93,1785.0,56.83,2.29,10
0.6,43.79,9.52,2143.0,60.81,2.49,10
